newobsnum,bywhom?,refnum,refname,invasive_species,trophic_invader,response_var,response_var_details,response_var_units,response_fxnlgrp,habitat_type,study_type,es_num,es_num2,pres_x,pres_n,pres_err,abs_x,abs_n,abs_err,error_type,control_type,abs_conditions,data_source,notes,include,citations,fund_NSF,fund_FWS,fund_NOAA,fund_EPA,fund_USDA,fund_conserv,Funding Sources,Funding notes,Journal,journal_category,pubyear,impactfactor,impactfactor_year,lastauth_country,carp,zebra_mussel,phragmites,spartina,last_author_region,same_first_author,last_author_english
222,Jessie,225,camarillo2015,Triadica sebifera,Primary-producer,Diversity,Shannon index,H,Macrophytes,River,Observational,1102,1086,1.51,23,0.09,1.55,23,0.08,SEM,low invader abundance,invader naturally absent,table 7,"understory plant diversity, combined 2012-2013",1,1,0,0,0,0,0,1,"(1) Working Lands Investment Partners, LLC., (2) Stephen F. Austin State University, and (3) the McIntire-Stennis Cooperative Forestry Research Program",,Forest Ecology and Management,Conservation,2015,2.826,2015,USA,0,0,0,0,North America,camarillo,1
222.1,Jessie,225,camarillo2015,Triadica sebifera,Primary-producer,Diversity,Richness (# species),# species overstory,Macrophytes,River,Observational,1102,1086,3.69,23,0.26,4.3,23,0.23,SEM,low invader abundance,invader naturally absent,table 6,"overstory plant richness, combined 2012-2013",1,1,0,0,0,0,0,1,"(1) Working Lands Investment Partners, LLC., (2) Stephen F. Austin State University, and (3) the McIntire-Stennis Cooperative Forestry Research Program",,Forest Ecology and Management,Conservation,2015,2.826,2015,USA,0,0,0,0,North America,camarillo,1
222.2,Jessie,225,camarillo2015,Triadica sebifera,Primary-producer,Diversity,Richness (# species),# species understory,Macrophytes,River,Observational,1102,1086,7.89,23,0.49,7.83,23,0.49,SEM,low invader abundance,invader naturally absent,table 7,"understory plant richness, combined 2012-2013",1,1,0,0,0,0,0,1,"(1) Working Lands Investment Partners, LLC., (2) Stephen F. Austin State University, and (3) the McIntire-Stennis Cooperative Forestry Research Program",,Forest Ecology and Management,Conservation,2015,2.826,2015,USA,0,0,0,0,North America,camarillo,1
224,Jessie,226,carvalho2016,Procambarus clarkii,Omnivore,Abundance,count,N,Benthic Invertebrates,River,Manipulative,1103,1087,30.654,4,4.7683,64.0327,4,12.9428,SEM,no species,invader experimentally excluded,fig 4a,Upstream of dam,1,2,1,0,0,0,0,0,"(1) European Regional Development Fund — Operational Competi- tiveness Program (FEDER-POFC-COMPETE) and (2) the Portuguese Foun- dation for Science and Technology (FCT) supported this study (PEst-C/ BIA/UI4050/2014, PTDC/AAC-AMB/117068/2010)",,Science of the Total Environment,General,2016,3.976,2015,Portugal,0,0,0,0,Europe,carvalho,0
225,Jessie,226,carvalho2016,Procambarus clarkii,Omnivore,Abundance,count,N,Benthic Invertebrates,River,Manipulative,1103,1087,47.0027,4,9.5367,168.9373,4,49.0464,SEM,no species,invader experimentally excluded,fig 4a,downstream of dam,1,2,1,0,0,0,0,0,"(1) European Regional Development Fund — Operational Competi- tiveness Program (FEDER-POFC-COMPETE) and (2) the Portuguese Foun- dation for Science and Technology (FCT) supported this study (PEst-C/ BIA/UI4050/2014, PTDC/AAC-AMB/117068/2010)",,Science of the Total Environment,General,2016,3.976,2015,Portugal,0,0,0,0,Europe,carvalho,0
226,Jessie,226,carvalho2016,Procambarus clarkii,Omnivore,Diversity,Margalef species richness index,R,Benthic Invertebrates,River,Manipulative,1104,1088,2.0214,4,0.139,2.4813,4,0.3529,SEM,no species,invader experimentally excluded,fig 4c,Upstream of dam,1,2,1,0,0,0,0,0,"(1) European Regional Development Fund — Operational Competi- tiveness Program (FEDER-POFC-COMPETE) and (2) the Portuguese Foun- dation for Science and Technology (FCT) supported this study (PEst-C/ BIA/UI4050/2014, PTDC/AAC-AMB/117068/2010)",,Science of the Total Environment,General,2016,3.976,2015,Portugal,0,0,0,0,Europe,carvalho,0
227,Jessie,226,carvalho2016,Procambarus clarkii,Omnivore,Diversity,Margalef species richness index,R,Benthic Invertebrates,River,Manipulative,1104,1088,2.3529,4,0.3315,3.5401,4,0.2139,SEM,no species,invader experimentally excluded,fig 4c,downstream of dam,1,2,1,0,0,0,0,0,"(1) European Regional Development Fund — Operational Competi- tiveness Program (FEDER-POFC-COMPETE) and (2) the Portuguese Foun- dation for Science and Technology (FCT) supported this study (PEst-C/ BIA/UI4050/2014, PTDC/AAC-AMB/117068/2010)",,Science of the Total Environment,General,2016,3.976,2015,Portugal,0,0,0,0,Europe,carvalho,0
223,Jessie,226,carvalho2016,Procambarus clarkii,Omnivore,Physiochemistry,FPOM,g/dw,OM,River,Mesocosm,1105,1089,0.9687,4,0.1039,0.1885,4,0.0292,SEM,native species,invader not stocked in mesocosm,fig 2b,,1,2,1,0,0,0,0,0,"(1) European Regional Development Fund — Operational Competi- tiveness Program (FEDER-POFC-COMPETE) and (2) the Portuguese Foun- dation for Science and Technology (FCT) supported this study (PEst-C/ BIA/UI4050/2014, PTDC/AAC-AMB/117068/2010)",,Science of the Total Environment,General,2016,3.976,2015,Portugal,0,0,0,0,Europe,carvalho,0
229.1,Tara,227,chen2015,Sonneratia apetala,Primary-producer,Physiochemistry,NH4 +-N,µg g-1,Nutrients-N,Estuary,Observational,1106,1090,9.54,8,1.37,4.55,8,0.32,sd,native species,without invader,Fig 3,summer measurement,1,7,1,0,0,0,0,0,National Natural Science Foundation of China (Grant No. 41276077 and 41076049),,Science of the Total Environment,General,2015,3.976,2015,China,0,0,0,0,Asia,chen_c,0
229.2,Tara,227,chen2015,Sonneratia apetala,Primary-producer,Physiochemistry,NO3- -N,µg g-1,Nutrients-N,Estuary,Observational,1106,1090,0.57,8,0.15,0.45,8,0.07,sd,native species,without invader,Fig 3,summer measurement,1,7,1,0,0,0,0,0,National Natural Science Foundation of China (Grant No. 41276077 and 41076049),,Science of the Total Environment,General,2015,3.976,2015,China,0,0,0,0,Asia,chen_c,0
229.3,Tara,227,chen2015,Sonneratia apetala,Primary-producer,Physiochemistry,TP,mg g-1,Nutrients-P,Estuary,Observational,1107,1090,0.89,8,0.05,0.76,8,0.03,sd,native species,without invader,Fig 3,summer measurement,1,7,1,0,0,0,0,0,National Natural Science Foundation of China (Grant No. 41276077 and 41076049),,Science of the Total Environment,General,2015,3.976,2015,China,0,0,0,0,Asia,chen_c,0
228.1,Tara,227,chen2015,Spartina alterniflora,Primary-producer,Physiochemistry,NH4 +-N,µg g-1,Nutrients-N,Estuary,Observational,1108,1091,2.19,8,0.67,1.44,8,0.17,sd,native species,without invadier,Fig 3,summer measurement,1,7,1,0,0,0,0,0,National Natural Science Foundation of China (Grant No. 41276077 and 41076049),,Science of the Total Environment,General,2015,3.976,2015,China,0,0,0,1,Asia,chen_c,0
228.2,Tara,227,chen2015,Spartina alterniflora,Primary-producer,Physiochemistry,NO3- -N,µg g-1,Nutrients-N,Estuary,Observational,1108,1091,0.42,8,0.13,0.57,8,0.09,sd,native species,without invadier,Fig 3,summer measurement,1,7,1,0,0,0,0,0,National Natural Science Foundation of China (Grant No. 41276077 and 41076049),,Science of the Total Environment,General,2015,3.976,2015,China,0,0,0,1,Asia,chen_c,0
228.3,Tara,227,chen2015,Spartina alterniflora,Primary-producer,Physiochemistry,TP,mg g-1,Nutrients-P,Estuary,Observational,1109,1091,0.8,8,0.09,0.65,8,0.06,sd,native species,without invadier,Fig 3,summer measurement,1,7,1,0,0,0,0,0,National Natural Science Foundation of China (Grant No. 41276077 and 41076049),,Science of the Total Environment,General,2015,3.976,2015,China,0,0,0,1,Asia,chen_c,0
230,Kaitlin,228,dommanget2014,Fallopia japonica,Primary-producer,Physiochemistry,leachates,total N,Nutrients-N,River,Manipulative,1110,1092,0.2675,5,0.2057,0.5728,5,0.2587,SEM,no species,no invader present,Fig 4a,,1,10,0,0,0,1,1,0,National Research Institute of Science and Technology for Environment and Agriculture (Irstea).,,Journal of Environmental Management,Conservation,2014,2.723,2014,France,0,0,0,0,Europe,dommanget,0
231,Kaitlin,228,dommanget2014,Fallopia japonica,Primary-producer,Physiochemistry,soil,total N,Nutrients-N,River,Manipulative,1110,1092,2.8138,5,0.3937,2.6726,5,0.27,SEM,no species,no invader present,Fig 4b,,1,10,0,0,0,1,1,0,National Research Institute of Science and Technology for Environment and Agriculture (Irstea).,,Journal of Environmental Management,Conservation,2014,2.723,2014,France,0,0,0,0,Europe,dommanget,0
